age,workclass
33, Private
27, Private
38, Private
25, Private
38, Private
52, Private
33, State-gov
17, Private
28, Private
52, Local-gov
34, Private
25, Private
17, Private
22, Private
22, Private
46, Private
58, Private
39, Private
59, Local-gov
61, Private
32, Private
50, Private
51, Private
43, Private
20, Private
38, Local-gov
44, Federal-gov
28, Private
50, Private
53, Private
42, Self-emp-not-inc
47, Private
39, Private
38, Self-emp-not-inc
34, State-gov
40, Private
63, Private
53, Private
43, Private
28, Private
68, Private
22, ?
46, State-gov
57, Private
38, Private
66, Private
29, Private
54, Private
38, Private
35, Private
30, Private
39, Private
31, Private
50, Private
30, Self-emp-not-inc
25, Private
24, Private
59, Local-gov
45, Private
64, Private
61, Private
42, Private
28, Private
53, Private
33, Self-emp-not-inc
34, Local-gov
41, Private
67, Private
46, Private
32, Private
41, Private
30, Private
54, Self-emp-not-inc
33, Private
20, ?
34, Private
20, Private
17, ?
45, Private
21, Private
25, Private
38, Private
17, Private
35, Private
38, Private
48, Local-gov
25, Private
57, Private
32, Private
39, Local-gov
23, Private
21, Private
47, Private
25, Private
18, ?
41, Federal-gov
19, Private
24, Private
57, Private
51, ?
32, Private
28, Self-emp-not-inc
40, Private
21, State-gov
45, Self-emp-not-inc
17, ?
55, Private
42, Private
49, Private
38, Private
50, Private
47, Private
43, Private
39, Private
42, Private
32, Private
44, Federal-gov
50, Self-emp-inc
55, Private
37, Private
59, Private
56, Private
33, Self-emp-not-inc
35, Private
44, Private
57, State-gov
31, Private
18, Private
43, Private
33, Private
18, Private
47, Private
53, Private
59, Self-emp-not-inc
35, Private
49, Private
26, Private
25, Private
36, State-gov
29, Private
52, Private
50, Self-emp-not-inc
22, Private
44, Self-emp-not-inc
32, Private
49, Private
31, Private
33, Private
50, Private
62, ?
26, Private
46, ?
55, Private
49, Federal-gov
22, Private
43, Private
58, Private
48, State-gov
21, Private
67, Local-gov
39, Self-emp-not-inc
52, Federal-gov
25, Private
27, Self-emp-not-inc
18, Private
41, Local-gov
59, Private
23, Private
42, Private
54, Self-emp-not-inc
39, Private
57, Local-gov
51, Private
31, Self-emp-not-inc
24, Private
35, Private
26, Private
42, Self-emp-inc
31, Private
46, Private
38, State-gov
51, Private
27, Private
33, ?
22, Private
72, ?
25, Private
58, Self-emp-not-inc
23, Private
63, Private
23, Private
51, Private
75, Private
52, Private
69, Private
52, Private
40, Federal-gov
34, Private
21, State-gov
30, Private
46, Private
21, Private
44, Private
51, State-gov
40, Private
33, State-gov
22, Self-emp-not-inc
23, Private
75, Self-emp-not-inc
55, Private
24, ?
45, Private
31, Private
49, Private
26, Local-gov
61, Private
44, Private
28, Local-gov
79, ?
51, Private
44, Self-emp-inc
24, Private
46, Self-emp-inc
36, Private
23, Private
25, Private
48, Private
18, Private
25, Private
19, Private
26, ?
33, Private
42, Private
22, Private
36, Private
33, Private
34, Self-emp-not-inc
33, Private
62, Self-emp-not-inc
30, Private
22, Private
34, Private
43, Private
25, Private
35, Private
28, Private
28, Private
25, Private
40, Private
35, Private
48, Self-emp-not-inc
63, Self-emp-not-inc
31, Private
36, Private
39, Private
24, Private
32, Local-gov
46, Private
19, Private
30, Private
35, Private
23, ?
33, Private
25, Private
64, Local-gov
18, Private
59, Private
45, State-gov
30, Private
24, Private
22, Private
49, Self-emp-inc
35, Private
48, Local-gov
18, Private
35, Private
27, Private
28, Private
21, ?
26, Private
44, Private
39, Private
40, State-gov
70, Self-emp-not-inc
34, Private
34, Private
66, Private
40, Private
61, Self-emp-not-inc
59, Self-emp-not-inc
28, ?
47, Private
33, State-gov
18, Private
25, Private
22, Private
40, Local-gov
68, ?
30, Private
73, Self-emp-not-inc
45, Self-emp-not-inc
23, Private
40, Private
39, Private
23, Private
51, Private
53, Private
24, Private
53, Private
49, Self-emp-not-inc
34, Private
37, Self-emp-not-inc
40, State-gov
23, State-gov
36, Private
35, Private
53, Federal-gov
42, Local-gov
32, Private
33, Private
59, Private
36, Private
37, Self-emp-not-inc
31, Private
46, Private
44, State-gov
27, Private
29, Self-emp-not-inc
39, Private
62, Self-emp-not-inc
48, Self-emp-not-inc
42, Private
60, Local-gov
35, Private
39, Private
34, Self-emp-inc
22, Private
18, ?
44, Private
44, State-gov
49, Local-gov
21, Private
49, Private
52, Private
39, Local-gov
23, Private
54, Private
31, Private
30, State-gov
21, Private
38, Local-gov
51, Private
34, Self-emp-not-inc
22, Private
20, ?
26, Private
26, Private
41, Private
35, Private
27, Local-gov
65, Private
31, Private
45, Self-emp-inc
37, Self-emp-not-inc
47, Private
47, Self-emp-inc
33, Private
40, Private
38, Private
21, Private
40, Private
33, Private
29, Private
41, Private
20, ?
20, State-gov
34, Self-emp-not-inc
78, Self-emp-inc
46, Private
40, Private
59, Private
23, Private
23, Private
47, Self-emp-not-inc
31, Local-gov
42, Self-emp-not-inc
46, Local-gov
29, Private
21, Private
55, Private
38, Private
44, State-gov
61, Self-emp-not-inc
38, State-gov
50, Self-emp-inc
53, Private
37, Private
49, Private
30, Private
19, Private
59, Self-emp-not-inc
43, Private
29, Local-gov
49, Private
36, Private
26, Private
18, Private
60, Private
43, Private
42, Private
41, Private
55, Self-emp-not-inc
31, Private
20, Private
37, Private
51, Self-emp-not-inc
28, Private
24, Private
21, State-gov
21, Private
20, ?
35, Private
30, Private
44, Self-emp-not-inc
45, Private
42, Private
36, ?
32, Private
33, Private
27, Private
17, Private
45, Local-gov
41, Private
19, Private
45, Private
41, Self-emp-inc
34, Local-gov
33, Private
17, ?
51, Private
33, Private
23, Private
52, Private
36, ?
25, Private
38, ?
64, Self-emp-not-inc
42, Private
29, Private
26, Local-gov
38, ?
24, Private
43, Federal-gov
38, Private
28, Private
18, ?
44, Private
81, ?
55, Private
52, Private
31, Private
35, Private
39, Private
27, Private
23, State-gov
26, Private
33, Private
39, Private
44, Private
38, Private
18, Private
54, Private
45, Private
43, Private
23, Local-gov
37, Private
33, Self-emp-not-inc
45, Private
32, Self-emp-inc
47, Private
44, Private
22, Private
17, Private
64, Self-emp-inc
30, Local-gov
51, Private
26, State-gov
31, Private
50, Private
18, ?
63, Private
48, Private
37, Self-emp-inc
51, ?
29, Private
69, Private
56, Private
26, ?
39, Local-gov
42, Self-emp-not-inc
41, Federal-gov
45, Private
23, Private
29, Private
34, Private
31, ?
46, Local-gov
46, Without-pay
33, Private
46, Private
26, Private
49, Local-gov
66, ?
55, State-gov
35, Private
27, Private
31, Private
47, Private
48, Self-emp-not-inc
27, Private
38, Private
27, Private
23, ?
17, Private
44, State-gov
26, Private
37, Private
49, Private
42, Private
26, Private
73, ?
44, Private
47, Private
28, ?
49, Private
17, Private
42, Private
30, Private
36, State-gov
53, Private
23, Private
35, Private
32, Private
39, Private
40, Private
28, Private
32, Private
42, Private
35, Private
35, Private
21, Private
71, Private
31, Private
25, Local-gov
35, Private
24, Private
69, Private
35, Self-emp-not-inc
35, Private
42, Private
51, Private
48, Private
49, Private
53, Private
43, Private
53, Private
35, Private
36, Private
34, Local-gov
48, Private
53, Private
37, Private
49, State-gov
30, ?
41, Private
25, Private
24, Private
34, Private
29, Private
23, Private
46, Private
20, Private
63, Private
40, Self-emp-not-inc
33, Private
24, Federal-gov
36, Private
25, Private
54, Local-gov
50, Self-emp-not-inc
58, State-gov
17, Private
40, Private
27, Private
20, Private
22, Private
80, Self-emp-not-inc
52, Private
40, Federal-gov
48, Private
62, Private
32, Private
21, ?
58, Federal-gov
37, Self-emp-not-inc
29, Self-emp-inc
25, Private
26, Private
50, Private
30, Federal-gov
30, Local-gov
59, Private
36, Private
37, Private
42, Private
34, Private
27, Self-emp-not-inc
39, Private
41, Private
34, Self-emp-not-inc
41, Private
50, Private
18, Private
23, Private
26, Private
38, Private
27, Private
21, Private
41, Private
42, Self-emp-not-inc
25, Private
43, Private
23, Private
40, Local-gov
23, Private
18, Private
37, Private
58, Private
36, Private
36, Private
25, Private
62, Private
34, Private
27, Private
23, Private
55, Private
42, Private
22, Private
44, Private
42, Local-gov
21, Private
25, Private
31, Private
42, Private
26, Private
62, Private
28, Private
34, Private
51, Private
45, Local-gov
44, Private
47, ?
35, Private
46, Private
46, Private
46, Private
66, Self-emp-not-inc
34, State-gov
26, Private
29, Private
30, Private
23, Private
46, Private
44, ?
54, Private
54, Self-emp-not-inc
71, Private
51, Private
32, Private
75, ?
57, Private
34, Private
40, Private
21, Private
50, Private
32, Private
37, Local-gov
19, Private
64, Private
17, Private
37, Private
32, Private
20, Private
39, Self-emp-not-inc
18, Private
42, Private
43, Private
42, Private
53, Local-gov
52, Private
51, Private
77, Self-emp-inc
25, Private
38, Local-gov
20, Private
23, Private
27, Private
19, Private
41, Private
47, Federal-gov
72, ?
42, Private
36, Private
42, Self-emp-inc
24, Private
22, Private
29, Private
42, Private
24, Private
41, Private
29, Private
36, Private
78, Self-emp-inc
43, Private
34, State-gov
20, ?
24, Private
36, Federal-gov
49, Private
21, Private
51, Private
30, Private
37, Private
30, Private
20, ?
46, Private
24, Local-gov
32, Private
36, Private
30, Private
60, State-gov
56, Local-gov
57, Private
61, Federal-gov
50, Private
56, Self-emp-not-inc
61, Self-emp-inc
45, Private
31, Private
60, Self-emp-not-inc
26, Private
56, Self-emp-not-inc
45, Private
28, Private
45, Self-emp-not-inc
58, Private
38, Private
23, Private
49, Private
19, Private
22, Private
23, Private
23, Private
40, Private
55, Federal-gov
34, State-gov
21, Private
28, Private
43, Federal-gov
17, Private
51, Self-emp-not-inc
37, Private
54, Self-emp-inc
24, Private
35, Private
48, Private
23, Private
24, Private
24, Private
50, Private
34, Private
45, Private
36, Private
33, Private
21, Private
32, Private
22, Private
53, Private
36, Private
22, Private
47, Private
25, ?
30, Private
49, ?
23, Private
40, Private
45, Local-gov
61, Local-gov
35, Private
20, Private
27, Private
23, Private
25, Private
65, Local-gov
25, Private
49, Private
45, Private
46, Private
67, Private
40, Private
51, Private
44, Self-emp-not-inc
35, Private
28, Private
44, Private
37, Private
54, Private
33, Federal-gov
46, Private
45, Private
27, Private
49, Private
51, Private
27, Private
36, Private
59, Private
24, Private
66, ?
31, Private
35, Federal-gov
34, Private
50, Private
43, Self-emp-inc
21, Private
33, Private
48, Private
22, Private
29, Private
42, Self-emp-not-inc
28, Self-emp-not-inc
36, Private
66, Local-gov
44, Private
45, Local-gov
49, Private
36, Private
48, Private
19, Private
36, Private
41, Private
32, Private
49, Private
51, Self-emp-not-inc
20, Private
39, Private
38, Private
19, Private
29, Local-gov
52, Self-emp-inc
22, Private
44, Self-emp-inc
43, Private
41, Local-gov
63, ?
40, Private
40, Private
18, Private
57, Self-emp-inc
54, Local-gov
44, Private
20, Private
40, Private
29, Private
22, Private
44, Private
45, Private
52, Private
57, Private
51, Local-gov
23, Private
22, Private
37, Private
58, Federal-gov
61, Private
30, Private
23, Private
30, Private
18, Private
34, Private
23, Private
23, Private
57, Private
58, Private
59, Self-emp-not-inc
27, Private
50, Private
44, Local-gov
25, Private
33, Private
22, Private
21, Private
44, Private
50, Private
44, Private
53, ?
41, Private
54, Local-gov
60, Self-emp-not-inc
58, Private
27, Private
43, Private
33, Local-gov
24, Private
41, Private
21, Private
39, Private
27, Self-emp-inc
50, Private
20, Private
46, Federal-gov
49, Private
35, State-gov
56, Self-emp-not-inc
41, Local-gov
41, Self-emp-not-inc
42, Private
58, Local-gov
43, Private
25, Private
57, Private
49, Private
23, Private
59, Private
50, Private
33, Private
52, Private
37, Self-emp-inc
30, Self-emp-inc
39, Self-emp-inc
54, Local-gov
52, Private
22, Local-gov
19, ?
65, Private
32, Private
25, Private
34, Private
47, Private
24, Private
63, Federal-gov
48, Private
26, Private
28, Private
23, Private
57, Self-emp-inc
64, State-gov
28, Private
28, Private
34, Private
38, Self-emp-not-inc
44, Private
34, Private
18, Private
36, Private
73, Self-emp-not-inc
24, Private
29, Local-gov
33, Private
57, Federal-gov
41, Private
55, Private
21, Private
36, Self-emp-not-inc
26, Private
32, ?
40, Private
32, Private
21, Private
59, State-gov
29, Private
29, Self-emp-not-inc
59, Self-emp-inc
58, Private
47, Private
44, Private
31, Private
42, Self-emp-not-inc
19, Private
66, Private
41, Private
22, Private
31, Private
30, Private
36, Self-emp-not-inc
75, ?
41, State-gov
19, Private
60, Private
24, Private
25, Private
52, Private
30, Private
37, Private
55, Self-emp-not-inc
20, Private
32, Private
18, Private
24, Private
33, Local-gov
76, ?
57, Local-gov
53, Private
19, Private
50, Local-gov
27, Private
40, Private
26, ?
47, Self-emp-inc
39, Federal-gov
49, State-gov
28, Self-emp-not-inc
33, ?
50, Private
28, Private
30, Private
47, Private
39, Private
37, Private
50, Private
37, Private
26, Private
55, Private
46, Private
32, Private
26, Private
32, Private
43, Private
19, Private
38, Private
38, Private
65, Private
70, Self-emp-not-inc
48, ?
44, Private
32, Private
30, Local-gov
49, Federal-gov
23, Private
25, Private
19, Private
27, Private
43, State-gov
38, Private
42, Private
33, Federal-gov
30, Private
29, Private
30, Private
26, Private
43, Private
30, Private
38, Private
48, Private
57, Private
30, Private
42, Local-gov
31, Self-emp-not-inc
32, Private
28, Private
63, Private
32, Private
20, Private
51, Self-emp-not-inc
36, Private
24, Private
41, Local-gov
21, Private
27, Private
17, Private
45, Private
39, State-gov
21, Private
29, Private
39, Private
42, Private
22, Private
21, ?
59, Private
40, Private
45, Private
35, Private
58, Private
45, Private
29, Private
21, Private
51, Private
34, Local-gov
40, Private
45, Private
38, Self-emp-not-inc
22, Private
37, Private
62, Private
32, Federal-gov
36, Private
43, Private
37, Private
33, ?
28, Private
49, ?
47, Local-gov
59, Private
35, Private
35, Private
29, Self-emp-not-inc
57, Private
41, Private
37, Private
20, Local-gov
44, Private
20, Local-gov
38, Self-emp-not-inc
23, Private
24, Private
46, Private
32, Local-gov
21, Self-emp-not-inc
32, Private
41, Private
51, Private
69, Self-emp-not-inc
39, Self-emp-inc
43, Private
51, Federal-gov
43, Private
35, Self-emp-not-inc
32, Private
25, Private
64, Private
28, Private
44, Private
40, Private
21, Private
23, Private
23, Private
19, Private
61, Private
47, Self-emp-inc
39, Private
51, Private
25, Private
33, Private
34, State-gov
54, Self-emp-not-inc
24, Private
28, Private
33, Private
63, ?
31, Private
70, Self-emp-inc
43, Private
36, Private
50, Local-gov
21, Private
31, Private
19, ?
39, Private
29, Private
39, Private
17, Private
46, Private
62, Private
32, Private
28, Private
19, Private
61, Local-gov
18, Private
39, Self-emp-not-inc
24, Local-gov
38, Private
38, Private
17, Private
28, Private
52, Private
61, Private
69, Private
19, Private
26, Private
34, Self-emp-inc
70, Private
21, Private
43, Private
52, Private
59, Private
21, Private
53, Self-emp-not-inc
55, State-gov
46, Self-emp-inc
36, Private
39, Private
78, ?
30, Private
22, Private
43, Private
36, Private
36, Private
50, Private
27, Federal-gov
46, Federal-gov
24, Private
41, Private
68, Private
38, Local-gov
47, Private
41, Private
31, Self-emp-not-inc
29, Private
26, Private
51, Private
26, Federal-gov
27, Local-gov
36, Private
28, Federal-gov
53, Private
40, State-gov
38, Private
21, ?
53, Private
34, Local-gov
43, Private
64, Private
21, Private
25, ?
38, Federal-gov
47, Local-gov
48, Private
57, Private
37, Private
37, Private
51, Self-emp-not-inc
32, Private
49, Private
52, Private
64, Federal-gov
46, Private
24, State-gov
39, Private
23, Private
30, Private
34, Private
30, Private
25, Private
58, Local-gov
